slug,family,type,name,name_fr,description_en,description_fr,official_url
openai-api,ai_ml_automation,tool_platform,OpenAI API,OpenAI API,OpenAI API allows access to advanced AI models for various applications.,L'API OpenAI permet d'accéder à des modèles d'IA avancés pour diverses applications.,https://platform.openai.com/docs/api-reference
opencv,ai_ml_automation,tool_platform,OpenCV,OpenCV,OpenCV is an open-source library for computer vision and image processing.,OpenCV est une bibliothèque open-source pour la vision par ordinateur et le traitement d'images.,https://opencv.org
perplexity,ai_ml_automation,tool_platform,Perplexity,Perplexity,Perplexity offers AI-powered tools for information retrieval and analysis.,Perplexity propose des outils alimentés par l'IA pour la recherche et l'analyse d'informations.,
pettingzoo,ai_ml_automation,tool_platform,PettingZoo,PettingZoo,PettingZoo is a library for developing and comparing reinforcement learning environments.,PettingZoo est une bibliothèque pour créer et comparer des environnements d'apprentissage par renforcement.,https://pettingzoo.ml
pinecone,ai_ml_automation,tool_platform,Pinecone,Pinecone,Pinecone provides a managed vector database for similarity search at scale.,Pinecone offre une base de données vectorielle gérée pour la recherche de similarité à grande échelle.,https://pinecone.io
pytorch,ai_ml_automation,tool_platform,PyTorch,PyTorch,PyTorch is an open-source machine learning library for developing deep learning models.,PyTorch est une bibliothèque open-source pour le développement de modèles d'apprentissage profond.,https://pytorch.org
qdrant,ai_ml_automation,tool_platform,Qdrant,Qdrant,Qdrant is a vector similarity search engine optimized for AI applications.,Qdrant est un moteur de recherche de similarité vectorielle optimisé pour l'IA.,https://qdrant.tech
qwen,ai_ml_automation,tool_platform,Qwen,Qwen,"Qwen is Alibaba Cloud’s large language model family used for text generation, coding, reasoning, multilingual assistants, and AI application development.","Qwen est une famille de grands modèles de langage d'Alibaba Cloud pour la génération de texte, le code, le raisonnement et les assistants multilingues.",https://qwenlm.github.io
ray,ai_ml_automation,tool_platform,Ray,Ray,Ray is a framework for scalable distributed computing and machine learning.,Ray est un cadre pour le calcul distribué à grande échelle et l'apprentissage automatique.,https://ray.io
ray-rllib,ai_ml_automation,tool_platform,Ray RLlib,Ray RLlib,Ray RLlib is a scalable reinforcement learning library built on Ray.,Ray RLlib est une bibliothèque d'apprentissage par renforcement évolutive basée sur Ray.,https://docs.ray.io/en/latest/rllib
replicate,ai_ml_automation,tool_platform,Replicate,Replicate,Replicate is a platform to run machine learning models in the cloud and share them via APIs for easy integration.,Replicate est une plateforme pour exécuter des modèles d'apprentissage automatique dans le cloud et les partager via des API pour une intégration facile.,https://replicate.com
runway,ai_ml_automation,tool_platform,Runway,Runway,Runway offers a platform for creative AI tools and model deployment.,Runway propose une plateforme pour des outils créatifs d'IA et le déploiement de modèles.,
scikit-learn,ai_ml_automation,tool_platform,scikit-learn,scikit-learn,Scikit-learn is a popular Python library for machine learning and data analysis.,Scikit-learn est une bibliothèque Python populaire pour l'apprentissage automatique et l'analyse de données.,https://scikit-learn.org
spacy,ai_ml_automation,tool_platform,spaCy,spaCy,SpaCy is an open-source library for advanced natural language processing.,SpaCy est une bibliothèque open-source pour le traitement avancé du langage naturel.,https://spacy.io
stable-baselines3,ai_ml_automation,tool_platform,Stable-Baselines3,Stable-Baselines3,Stable-Baselines3 provides implementations of reinforcement learning algorithms.,Stable-Baselines3 propose des implémentations d'algorithmes d'apprentissage par renforcement.,
tensorflow,ai_ml_automation,tool_platform,TensorFlow,TensorFlow,TensorFlow is an end-to-end open-source platform for machine learning.,TensorFlow est une plateforme open-source complète pour l'apprentissage automatique.,https://tensorflow.org
tensorrt,ai_ml_automation,tool_platform,TensorRT,TensorRT,TensorRT is a high-performance deep learning inference optimizer and runtime.,TensorRT est un optimiseur et un moteur d'inférence pour l'apprentissage profond haute performance.,
together-ai,ai_ml_automation,tool_platform,Together AI,Together AI,"Together AI is a platform for running, fine-tuning, and deploying open and custom AI models through APIs and managed infrastructure.","Together AI est une plateforme pour exécuter, ajuster et déployer des modèles IA ouverts ou personnalisés via des API et une infrastructure managée.",https://together.ai
triton-inference-server,ai_ml_automation,tool_platform,Triton Inference Server,Triton Inference Server,Triton Inference Server simplifies deployment of AI models at scale.,Triton Inference Server facilite le déploiement de modèles d'IA à grande échelle.,
unity-ml-agents,ai_ml_automation,tool_platform,Unity ML-Agents,Unity ML-Agents,Unity ML-Agents is a toolkit for training intelligent agents in Unity environments.,Unity ML-Agents est une boîte à outils pour entraîner des agents intelligents dans des environnements Unity.,
vertex-ai,ai_ml_automation,tool_platform,Vertex AI,Vertex AI,Vertex AI is Google Cloud's managed platform for building and deploying ML models.,Vertex AI est la plateforme gérée de Google Cloud pour créer et déployer des modèles ML.,
vllm,ai_ml_automation,tool_platform,vLLM,vLLM,"vLLM is an open-source inference engine for serving large language models with high throughput, efficient memory use, and OpenAI-compatible APIs.","vLLM est un moteur d'inférence open source pour servir des grands modèles de langage avec haut débit, mémoire optimisée et API compatibles OpenAI.",https://vllm.ai
weaviate,ai_ml_automation,tool_platform,Weaviate,Weaviate,Weaviate is an open-source vector search engine that enables efficient semantic search and data management for AI applications.,Weaviate est un moteur de recherche vectoriel open-source permettant une recherche sémantique efficace et la gestion de données pour les applications d'IA.,https://weaviate.io
weights-and-biases,ai_ml_automation,tool_platform,Weights & Biases,Weights & Biases,"Weights & Biases provides tools for tracking machine learning experiments, visualizing results, and managing model training workflows.","Weights & Biases offre des outils pour suivre les expériences en apprentissage automatique, visualiser les résultats et gérer les flux de travail de formation de modèles.",
whisper,ai_ml_automation,tool_platform,Whisper,Whisper,Whisper is an automatic speech recognition system developed by OpenAI that transcribes audio into text with high accuracy.,Whisper est un système de reconnaissance vocale automatique développé par OpenAI qui transcrit l'audio en texte avec une grande précision.,
xgboost,ai_ml_automation,tool_platform,XGBoost,XGBoost,"XGBoost is a scalable machine learning library optimized for speed and performance, widely used for structured data modeling.","XGBoost est une bibliothèque d'apprentissage automatique optimisée pour la vitesse et la performance, largement utilisée pour la modélisation de données structurées.",https://xgboost.readthedocs.io
agile-project-management,business_operations_management,hard_skill,Agile Project Management,Gestion de projet agile,Agile project management involves iterative planning and flexible execution to deliver value quickly and adapt to change.,La gestion de projet agile consiste en une planification itérative et une exécution flexible pour fournir rapidement de la valeur et s'adapter au changement.,
business-process-mapping,business_operations_management,hard_skill,Business Process Mapping,Cartographie des processus métier,Business process mapping visualizes workflows to identify inefficiencies and improve organizational operations.,La cartographie des processus métier visualise les flux de travail pour repérer les inefficacités et améliorer les opérations organisationnelles.,
